scenario,H,winner_group_id,config_id,run_id,replicate,seed,selection_rank,is_selected,alpha_agree,alpha_disagree,eta_kind,eta_label,eta0,c,beta,gamma,random_states,pA,pB,initial_state,utility_spec_id,transition_spec_id,p_H_A_init,p_AI_A_init,p_H_B_init,p_AI_B_init,D_JS_mean,D_JS_final,D_JS_A_final,D_JS_B_final,Sh_entr_H_mean,Sh_entr_AI_mean,Sh_entr_H_final,Sh_entr_AI_final,p_H_A_final,p_AI_A_final,p_H_B_final,p_AI_B_final,absdiff_A_final,absdiff_B_final,reward_structural_final,reward_structural_mean,reward_structural_cumulative,Uhat_H_realized_final,Uhat_AI_realized_final,Uhat_coal_final,Vhat_A_final,Vhat_B_final,Vhat_coal_final,n_H_exec,n_AI_exec,f_H_final,f_AI_final,n_agree,n_ctx,n_disagree,f_agree,f_ctx,f_disagree,ctx_prob_H_mean,ctx_prob_AI_mean,ctx_prob_H_final,ctx_prob_AI_final,n_H_ctx,n_AI_ctx,f_H_ctx,f_AI_ctx,n_state_A,n_state_B,state_A_freq,state_B_freq,N_H_A_a0_final,N_H_A_a1_final,N_H_B_a0_final,N_H_B_a1_final,N_AI_A_a0_final,N_AI_A_a1_final,N_AI_B_a0_final,N_AI_B_a1_final,chain_p_H_A_a0,chain_p_H_A_a1,chain_p_H_B_a0,chain_p_H_B_a1,chain_p_AI_A_a0,chain_p_AI_A_a1,chain_p_AI_B_a0,chain_p_AI_B_a1,chain_U_H_A_a0,chain_U_H_A_a1,chain_U_H_B_a0,chain_U_H_B_a1,chain_U_AI_A_a0,chain_U_AI_A_a1,chain_U_AI_B_a0,chain_U_AI_B_a1,chain_P_A_a0_A,chain_P_A_a0_B,chain_P_A_a1_A,chain_P_A_a1_B,chain_P_B_a0_A,chain_P_B_a0_B,chain_P_B_a1_A,chain_P_B_a1_B,state_final,a_H_final,a_AI_final,a_star_final,owner_final,lambda_final,regime_final
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_0f062c6be4c2811fa076,run_57d97a61fce05d9b,1,42,3181,False,0.7,0.85,constant,constant_eta0_0p025,0.025,,0.05,0.5,True,0.3,0.7,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.4857045489764007,0.033217887066840146,0.12584450415038007,0.03225318074761466,0.46114660926321493,0.4453510459996127,0.7634528819037281,0.3760474317359661,0.5407347004459385,0.1519009611553086,0.7837384177261593,0.929083586454432,0.3888337392906299,0.14534516872827274,1.0,0.92,184.0,0.0,0.6235104405626478,0.6235104405626478,1.999872229729156,1.9999015917839047,1.9999015917839047,11,189,0.055,0.945,103,93,4,0.515,0.465,0.02,0.35217405275748626,0.6478259472425137,0.24373558007870402,0.756264419921296,7,86,0.07526881720430108,0.9247311827956989,56,144,0.28,0.72,6,26,66,5,12,44,129,15,0.5407347004459385,0.4592652995540616,0.7837384177261593,0.2162615822738408,0.1519009611553086,0.8480990388446914,0.929083586454432,0.07091641354556796,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,B,a1,a0,a0,AI,0,agreement
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_1004e8cb4084fa389fd9,run_9aaaf9edb02dfdc6,1,42,3182,False,0.7,0.85,constant,constant_eta0_0p025,0.025,,0.02,0.9,True,0.3,0.7,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.4857045489764007,0.033217887066840146,0.12584450415038007,0.03225318074761466,0.46114660926321493,0.4453510459996127,0.7634528819037281,0.3760474317359661,0.5407347004459385,0.1519009611553086,0.7837384177261593,0.929083586454432,0.3888337392906299,0.14534516872827274,1.0,0.92,184.0,0.0,0.6246236076799715,0.6246236076799715,9.642593294557116,9.657070723133844,9.657070723133844,11,189,0.055,0.945,103,93,4,0.515,0.465,0.02,0.35217405275748626,0.6478259472425137,0.24373558007870402,0.756264419921296,7,86,0.07526881720430108,0.9247311827956989,56,144,0.28,0.72,6,26,66,5,12,44,129,15,0.5407347004459385,0.4592652995540616,0.7837384177261593,0.2162615822738408,0.1519009611553086,0.8480990388446914,0.929083586454432,0.07091641354556796,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,B,a1,a0,a0,AI,0,agreement
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_2349407878fabecb35a5,run_d4a02343e99367f2,1,42,3183,False,0.7,0.85,constant,constant_eta0_0p025,0.025,,0.1,0.1,True,0.3,0.7,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.4857045489764007,0.033217887066840146,0.12584450415038007,0.03225318074761466,0.46114660926321493,0.4453510459996127,0.7634528819037281,0.3760474317359661,0.5407347004459385,0.1519009611553086,0.7837384177261593,0.929083586454432,0.3888337392906299,0.14534516872827274,1.0,0.92,184.0,0.0,0.6162892448735874,0.6162892448735874,1.1111111111072134,1.1111111111096728,1.1111111111096728,11,189,0.055,0.945,103,93,4,0.515,0.465,0.02,0.35217405275748626,0.6478259472425137,0.24373558007870402,0.756264419921296,7,86,0.07526881720430108,0.9247311827956989,56,144,0.28,0.72,6,26,66,5,12,44,129,15,0.5407347004459385,0.4592652995540616,0.7837384177261593,0.2162615822738408,0.1519009611553086,0.8480990388446914,0.929083586454432,0.07091641354556796,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,B,a1,a0,a0,AI,0,agreement
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_2cc778da0e9967a3eb93,run_c8f2f1988bb78d1c,1,42,3184,False,0.7,0.85,constant,constant_eta0_0p025,0.025,,0.02,0.75,True,0.3,0.7,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.4857045489764007,0.033217887066840146,0.12584450415038007,0.03225318074761466,0.46114660926321493,0.4453510459996127,0.7634528819037281,0.3760474317359661,0.5407347004459385,0.1519009611553086,0.7837384177261593,0.929083586454432,0.3888337392906299,0.14534516872827274,1.0,0.92,184.0,0.0,0.6246236076799715,0.6246236076799715,3.9765477703124295,3.979007406978961,3.979007406978961,11,189,0.055,0.945,103,93,4,0.515,0.465,0.02,0.35217405275748626,0.6478259472425137,0.24373558007870402,0.756264419921296,7,86,0.07526881720430108,0.9247311827956989,56,144,0.28,0.72,6,26,66,5,12,44,129,15,0.5407347004459385,0.4592652995540616,0.7837384177261593,0.2162615822738408,0.1519009611553086,0.8480990388446914,0.929083586454432,0.07091641354556796,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,B,a1,a0,a0,AI,0,agreement
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_2fb82fa48758d03accb4,run_d3bd8877a43061e1,1,42,3185,False,0.7,0.85,constant,constant_eta0_0p025,0.025,,0.05,0.1,True,0.3,0.7,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.4857045489764007,0.033217887066840146,0.12584450415038007,0.03225318074761466,0.46114660926321493,0.4453510459996127,0.7634528819037281,0.3760474317359661,0.5407347004459385,0.1519009611553086,0.7837384177261593,0.929083586454432,0.3888337392906299,0.14534516872827274,1.0,0.92,184.0,0.0,0.6235104405626478,0.6235104405626478,1.1111111111072134,1.1111111111096728,1.1111111111096728,11,189,0.055,0.945,103,93,4,0.515,0.465,0.02,0.35217405275748626,0.6478259472425137,0.24373558007870402,0.756264419921296,7,86,0.07526881720430108,0.9247311827956989,56,144,0.28,0.72,6,26,66,5,12,44,129,15,0.5407347004459385,0.4592652995540616,0.7837384177261593,0.2162615822738408,0.1519009611553086,0.8480990388446914,0.929083586454432,0.07091641354556796,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,B,a1,a0,a0,AI,0,agreement
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_30f23d1833e44aace9a8,run_a4a8481e79bc3238,1,42,3186,False,0.7,0.85,constant,constant_eta0_0p025,0.025,,0.05,0.9,True,0.3,0.7,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.4857045489764007,0.033217887066840146,0.12584450415038007,0.03225318074761466,0.46114660926321493,0.4453510459996127,0.7634528819037281,0.3760474317359661,0.5407347004459385,0.1519009611553086,0.7837384177261593,0.929083586454432,0.3888337392906299,0.14534516872827274,1.0,0.92,184.0,0.0,0.6235104405626478,0.6235104405626478,9.642593294557116,9.657070723133844,9.657070723133844,11,189,0.055,0.945,103,93,4,0.515,0.465,0.02,0.35217405275748626,0.6478259472425137,0.24373558007870402,0.756264419921296,7,86,0.07526881720430108,0.9247311827956989,56,144,0.28,0.72,6,26,66,5,12,44,129,15,0.5407347004459385,0.4592652995540616,0.7837384177261593,0.2162615822738408,0.1519009611553086,0.8480990388446914,0.929083586454432,0.07091641354556796,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,B,a1,a0,a0,AI,0,agreement
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_33ffef536e69dc406c2a,run_f20a60d6c073db1e,1,42,3187,False,0.7,0.85,constant,constant_eta0_0p025,0.025,,0.05,0.25,True,0.3,0.7,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.4857045489764007,0.033217887066840146,0.12584450415038007,0.03225318074761466,0.46114660926321493,0.4453510459996127,0.7634528819037281,0.3760474317359661,0.5407347004459385,0.1519009611553086,0.7837384177261593,0.929083586454432,0.3888337392906299,0.14534516872827274,1.0,0.92,184.0,0.0,0.6235104405626478,0.6235104405626478,1.3333332856250415,1.3333333053671161,1.3333333053671161,11,189,0.055,0.945,103,93,4,0.515,0.465,0.02,0.35217405275748626,0.6478259472425137,0.24373558007870402,0.756264419921296,7,86,0.07526881720430108,0.9247311827956989,56,144,0.28,0.72,6,26,66,5,12,44,129,15,0.5407347004459385,0.4592652995540616,0.7837384177261593,0.2162615822738408,0.1519009611553086,0.8480990388446914,0.929083586454432,0.07091641354556796,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,B,a1,a0,a0,AI,0,agreement
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_39865462dc342a69d46f,run_16c6c3a376679c25,1,42,3188,False,0.7,0.85,constant,constant_eta0_0p025,0.025,,0.1,0.5,True,0.3,0.7,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.4857045489764007,0.033217887066840146,0.12584450415038007,0.03225318074761466,0.46114660926321493,0.4453510459996127,0.7634528819037281,0.3760474317359661,0.5407347004459385,0.1519009611553086,0.7837384177261593,0.929083586454432,0.3888337392906299,0.14534516872827274,1.0,0.92,184.0,0.0,0.6162892448735874,0.6162892448735874,1.999872229729156,1.9999015917839047,1.9999015917839047,11,189,0.055,0.945,103,93,4,0.515,0.465,0.02,0.35217405275748626,0.6478259472425137,0.24373558007870402,0.756264419921296,7,86,0.07526881720430108,0.9247311827956989,56,144,0.28,0.72,6,26,66,5,12,44,129,15,0.5407347004459385,0.4592652995540616,0.7837384177261593,0.2162615822738408,0.1519009611553086,0.8480990388446914,0.929083586454432,0.07091641354556796,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,B,a1,a0,a0,AI,0,agreement
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_4152d8fac4c6f90bad72,run_0ef448ba9aeb9c3b,1,42,3189,False,0.7,0.85,constant,constant_eta0_0p025,0.025,,0.02,0.1,True,0.3,0.7,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.4857045489764007,0.033217887066840146,0.12584450415038007,0.03225318074761466,0.46114660926321493,0.4453510459996127,0.7634528819037281,0.3760474317359661,0.5407347004459385,0.1519009611553086,0.7837384177261593,0.929083586454432,0.3888337392906299,0.14534516872827274,1.0,0.92,184.0,0.0,0.6246236076799715,0.6246236076799715,1.1111111111072134,1.1111111111096728,1.1111111111096728,11,189,0.055,0.945,103,93,4,0.515,0.465,0.02,0.35217405275748626,0.6478259472425137,0.24373558007870402,0.756264419921296,7,86,0.07526881720430108,0.9247311827956989,56,144,0.28,0.72,6,26,66,5,12,44,129,15,0.5407347004459385,0.4592652995540616,0.7837384177261593,0.2162615822738408,0.1519009611553086,0.8480990388446914,0.929083586454432,0.07091641354556796,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,B,a1,a0,a0,AI,0,agreement
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_4c0eab19a267b89eccba,run_693912be783c1476,1,42,3190,False,0.7,0.85,constant,constant_eta0_0p025,0.025,,0.02,0.5,True,0.3,0.7,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.4857045489764007,0.033217887066840146,0.12584450415038007,0.03225318074761466,0.46114660926321493,0.4453510459996127,0.7634528819037281,0.3760474317359661,0.5407347004459385,0.1519009611553086,0.7837384177261593,0.929083586454432,0.3888337392906299,0.14534516872827274,1.0,0.92,184.0,0.0,0.6246236076799715,0.6246236076799715,1.999872229729156,1.9999015917839047,1.9999015917839047,11,189,0.055,0.945,103,93,4,0.515,0.465,0.02,0.35217405275748626,0.6478259472425137,0.24373558007870402,0.756264419921296,7,86,0.07526881720430108,0.9247311827956989,56,144,0.28,0.72,6,26,66,5,12,44,129,15,0.5407347004459385,0.4592652995540616,0.7837384177261593,0.2162615822738408,0.1519009611553086,0.8480990388446914,0.929083586454432,0.07091641354556796,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,B,a1,a0,a0,AI,0,agreement
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_6f82b9110102a1530934,run_c64b4fa7416c9223,1,42,3191,False,0.7,0.85,constant,constant_eta0_0p025,0.025,,0.02,0.25,True,0.3,0.7,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.4857045489764007,0.033217887066840146,0.12584450415038007,0.03225318074761466,0.46114660926321493,0.4453510459996127,0.7634528819037281,0.3760474317359661,0.5407347004459385,0.1519009611553086,0.7837384177261593,0.929083586454432,0.3888337392906299,0.14534516872827274,1.0,0.92,184.0,0.0,0.6246236076799715,0.6246236076799715,1.3333332856250415,1.3333333053671161,1.3333333053671161,11,189,0.055,0.945,103,93,4,0.515,0.465,0.02,0.35217405275748626,0.6478259472425137,0.24373558007870402,0.756264419921296,7,86,0.07526881720430108,0.9247311827956989,56,144,0.28,0.72,6,26,66,5,12,44,129,15,0.5407347004459385,0.4592652995540616,0.7837384177261593,0.2162615822738408,0.1519009611553086,0.8480990388446914,0.929083586454432,0.07091641354556796,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,B,a1,a0,a0,AI,0,agreement
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_a71ad0ca37e8628ddeb7,run_b75248b437454835,1,42,3192,False,0.7,0.85,constant,constant_eta0_0p025,0.025,,0.1,0.75,True,0.3,0.7,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.4857045489764007,0.033217887066840146,0.12584450415038007,0.03225318074761466,0.46114660926321493,0.4453510459996127,0.7634528819037281,0.3760474317359661,0.5407347004459385,0.1519009611553086,0.7837384177261593,0.929083586454432,0.3888337392906299,0.14534516872827274,1.0,0.92,184.0,0.0,0.6162892448735874,0.6162892448735874,3.9765477703124295,3.979007406978961,3.979007406978961,11,189,0.055,0.945,103,93,4,0.515,0.465,0.02,0.35217405275748626,0.6478259472425137,0.24373558007870402,0.756264419921296,7,86,0.07526881720430108,0.9247311827956989,56,144,0.28,0.72,6,26,66,5,12,44,129,15,0.5407347004459385,0.4592652995540616,0.7837384177261593,0.2162615822738408,0.1519009611553086,0.8480990388446914,0.929083586454432,0.07091641354556796,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,B,a1,a0,a0,AI,0,agreement
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_a99723001b58d1430a5e,run_d698cfdd27238aa0,1,42,3193,False,0.7,0.85,constant,constant_eta0_0p025,0.025,,0.05,0.75,True,0.3,0.7,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.4857045489764007,0.033217887066840146,0.12584450415038007,0.03225318074761466,0.46114660926321493,0.4453510459996127,0.7634528819037281,0.3760474317359661,0.5407347004459385,0.1519009611553086,0.7837384177261593,0.929083586454432,0.3888337392906299,0.14534516872827274,1.0,0.92,184.0,0.0,0.6235104405626478,0.6235104405626478,3.9765477703124295,3.979007406978961,3.979007406978961,11,189,0.055,0.945,103,93,4,0.515,0.465,0.02,0.35217405275748626,0.6478259472425137,0.24373558007870402,0.756264419921296,7,86,0.07526881720430108,0.9247311827956989,56,144,0.28,0.72,6,26,66,5,12,44,129,15,0.5407347004459385,0.4592652995540616,0.7837384177261593,0.2162615822738408,0.1519009611553086,0.8480990388446914,0.929083586454432,0.07091641354556796,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,B,a1,a0,a0,AI,0,agreement
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_ac8645f36ed7846f22c5,run_1db7159575517e00,1,42,3194,False,0.7,0.85,constant,constant_eta0_0p025,0.025,,0.1,0.25,True,0.3,0.7,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.4857045489764007,0.033217887066840146,0.12584450415038007,0.03225318074761466,0.46114660926321493,0.4453510459996127,0.7634528819037281,0.3760474317359661,0.5407347004459385,0.1519009611553086,0.7837384177261593,0.929083586454432,0.3888337392906299,0.14534516872827274,1.0,0.92,184.0,0.0,0.6162892448735874,0.6162892448735874,1.3333332856250415,1.3333333053671161,1.3333333053671161,11,189,0.055,0.945,103,93,4,0.515,0.465,0.02,0.35217405275748626,0.6478259472425137,0.24373558007870402,0.756264419921296,7,86,0.07526881720430108,0.9247311827956989,56,144,0.28,0.72,6,26,66,5,12,44,129,15,0.5407347004459385,0.4592652995540616,0.7837384177261593,0.2162615822738408,0.1519009611553086,0.8480990388446914,0.929083586454432,0.07091641354556796,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,B,a1,a0,a0,AI,0,agreement
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_cad19a0f83dd39d08290,run_a3de8f0f75d39af0,1,42,3195,False,0.7,0.85,constant,constant_eta0_0p025,0.025,,0.1,0.9,True,0.3,0.7,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.4857045489764007,0.033217887066840146,0.12584450415038007,0.03225318074761466,0.46114660926321493,0.4453510459996127,0.7634528819037281,0.3760474317359661,0.5407347004459385,0.1519009611553086,0.7837384177261593,0.929083586454432,0.3888337392906299,0.14534516872827274,1.0,0.92,184.0,0.0,0.6162892448735874,0.6162892448735874,9.642593294557116,9.657070723133844,9.657070723133844,11,189,0.055,0.945,103,93,4,0.515,0.465,0.02,0.35217405275748626,0.6478259472425137,0.24373558007870402,0.756264419921296,7,86,0.07526881720430108,0.9247311827956989,56,144,0.28,0.72,6,26,66,5,12,44,129,15,0.5407347004459385,0.4592652995540616,0.7837384177261593,0.2162615822738408,0.1519009611553086,0.8480990388446914,0.929083586454432,0.07091641354556796,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,B,a1,a0,a0,AI,0,agreement
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_2af08e3c81328452484b,run_523204fd2b52e08f,1,42,3196,False,0.49,0.85,constant,constant_eta0_0p025,0.025,,0.05,0.1,True,0.01,0.99,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.5217438443368898,0.03539748390255548,0.7963852752044791,0.03409972282421825,0.27077530285864154,0.6421802029076694,0.9857354473135528,0.7662715700554285,0.99,0.05888125000000001,0.5809405697914156,0.7822152732987566,0.93111875,0.201274703507341,1.0,0.855,171.0,0.0,0.7401344249850876,0.7401344249850876,1.1111088009319916,1.1111100318195846,1.1111100318195846,15,185,0.075,0.925,50,146,4,0.25,0.73,0.02,0.41142151598271315,0.5885784840172867,0.036902887711911775,0.9630971122880883,11,135,0.07534246575342465,0.9246575342465754,2,198,0.01,0.99,0,0,41,9,2,0,156,42,0.99,0.01,0.5809405697914156,0.4190594302085844,0.05888125000000001,0.94111875,0.7822152732987566,0.21778472670124335,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.01,0.99,0.01,0.99,0.01,0.99,0.01,0.99,B,a1,a0,a0,AI,0,agreement
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_39a9d673f830eca262b7,run_4210fea67df41142,1,42,3197,False,0.49,0.85,constant,constant_eta0_0p025,0.025,,0.1,0.9,True,0.01,0.99,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.5217438443368898,0.03539748390255548,0.7963852752044791,0.03409972282421825,0.27077530285864154,0.6421802029076694,0.9857354473135528,0.7662715700554285,0.99,0.05888125000000001,0.5809405697914156,0.7822152732987566,0.93111875,0.201274703507341,1.0,0.855,171.0,0.0,0.6903038766104471,0.6903038766104471,9.070587073359711,9.08283383818649,9.08283383818649,15,185,0.075,0.925,50,146,4,0.25,0.73,0.02,0.41142151598271315,0.5885784840172867,0.036902887711911775,0.9630971122880883,11,135,0.07534246575342465,0.9246575342465754,2,198,0.01,0.99,0,0,41,9,2,0,156,42,0.99,0.01,0.5809405697914156,0.4190594302085844,0.05888125000000001,0.94111875,0.7822152732987566,0.21778472670124335,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.01,0.99,0.01,0.99,0.01,0.99,0.01,0.99,B,a1,a0,a0,AI,0,agreement
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_45a461d16d6255038f2c,run_70b90a86a5edc864,1,42,3198,False,0.49,0.85,constant,constant_eta0_0p025,0.025,,0.02,0.75,True,0.01,0.99,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.5217438443368898,0.03539748390255548,0.7963852752044791,0.03409972282421825,0.27077530285864154,0.6421802029076694,0.9857354473135528,0.7662715700554285,0.99,0.05888125000000001,0.5809405697914156,0.7822152732987566,0.93111875,0.201274703507341,1.0,0.855,171.0,0.0,0.7528962523263428,0.7528962523263428,3.821216664758368,3.821268574607946,3.821268574607946,15,185,0.075,0.925,50,146,4,0.25,0.73,0.02,0.41142151598271315,0.5885784840172867,0.036902887711911775,0.9630971122880883,11,135,0.07534246575342465,0.9246575342465754,2,198,0.01,0.99,0,0,41,9,2,0,156,42,0.99,0.01,0.5809405697914156,0.4190594302085844,0.05888125000000001,0.94111875,0.7822152732987566,0.21778472670124335,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.01,0.99,0.01,0.99,0.01,0.99,0.01,0.99,B,a1,a0,a0,AI,0,agreement
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_4bbf6d69ed99449516be,run_7dd30b591061d722,1,42,3199,False,0.49,0.85,constant,constant_eta0_0p025,0.025,,0.05,0.9,True,0.01,0.99,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.5217438443368898,0.03539748390255548,0.7963852752044791,0.03409972282421825,0.27077530285864154,0.6421802029076694,0.9857354473135528,0.7662715700554285,0.99,0.05888125000000001,0.5809405697914156,0.7822152732987566,0.93111875,0.201274703507341,1.0,0.855,171.0,0.0,0.7401344249850876,0.7401344249850876,9.070587073359711,9.08283383818649,9.08283383818649,15,185,0.075,0.925,50,146,4,0.25,0.73,0.02,0.41142151598271315,0.5885784840172867,0.036902887711911775,0.9630971122880883,11,135,0.07534246575342465,0.9246575342465754,2,198,0.01,0.99,0,0,41,9,2,0,156,42,0.99,0.01,0.5809405697914156,0.4190594302085844,0.05888125000000001,0.94111875,0.7822152732987566,0.21778472670124335,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.01,0.99,0.01,0.99,0.01,0.99,0.01,0.99,B,a1,a0,a0,AI,0,agreement
scenario1,200,scenario1__H200__eta-constant__states-exogenous,cfg_52766b4013a11531c10d,run_5cba10700a0ab423,1,42,3200,False,0.49,0.85,constant,constant_eta0_0p025,0.025,,0.05,0.5,True,0.01,0.99,B,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1__exogenous,0.99,0.01,0.01,0.99,0.5217438443368898,0.03539748390255548,0.7963852752044791,0.03409972282421825,0.27077530285864154,0.6421802029076694,0.9857354473135528,0.7662715700554285,0.99,0.05888125000000001,0.5809405697914156,0.7822152732987566,0.93111875,0.201274703507341,1.0,0.855,171.0,0.0,0.7401344249850876,0.7401344249850876,1.9850812285648163,1.9851100920557148,1.9851100920557148,15,185,0.075,0.925,50,146,4,0.25,0.73,0.02,0.41142151598271315,0.5885784840172867,0.036902887711911775,0.9630971122880883,11,135,0.07534246575342465,0.9246575342465754,2,198,0.01,0.99,0,0,41,9,2,0,156,42,0.99,0.01,0.5809405697914156,0.4190594302085844,0.05888125000000001,0.94111875,0.7822152732987566,0.21778472670124335,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.01,0.99,0.01,0.99,0.01,0.99,0.01,0.99,B,a1,a0,a0,AI,0,agreement
