scenario,H,winner_group_id,config_id,run_id,replicate,seed,selection_rank,is_selected,alpha_agree,alpha_disagree,eta_kind,eta_label,eta0,c,beta,gamma,random_states,pA,pB,initial_state,utility_spec_id,transition_spec_id,p_H_A_init,p_AI_A_init,p_H_B_init,p_AI_B_init,D_JS_mean,D_JS_final,D_JS_A_final,D_JS_B_final,Sh_entr_H_mean,Sh_entr_AI_mean,Sh_entr_H_final,Sh_entr_AI_final,p_H_A_final,p_AI_A_final,p_H_B_final,p_AI_B_final,absdiff_A_final,absdiff_B_final,reward_structural_final,reward_structural_mean,reward_structural_cumulative,Uhat_H_realized_final,Uhat_AI_realized_final,Uhat_coal_final,Vhat_A_final,Vhat_B_final,Vhat_coal_final,n_H_exec,n_AI_exec,f_H_final,f_AI_final,n_agree,n_ctx,n_disagree,f_agree,f_ctx,f_disagree,ctx_prob_H_mean,ctx_prob_AI_mean,ctx_prob_H_final,ctx_prob_AI_final,n_H_ctx,n_AI_ctx,f_H_ctx,f_AI_ctx,n_state_A,n_state_B,state_A_freq,state_B_freq,N_H_A_a0_final,N_H_A_a1_final,N_H_B_a0_final,N_H_B_a1_final,N_AI_A_a0_final,N_AI_A_a1_final,N_AI_B_a0_final,N_AI_B_a1_final,chain_p_H_A_a0,chain_p_H_A_a1,chain_p_H_B_a0,chain_p_H_B_a1,chain_p_AI_A_a0,chain_p_AI_A_a1,chain_p_AI_B_a0,chain_p_AI_B_a1,chain_U_H_A_a0,chain_U_H_A_a1,chain_U_H_B_a0,chain_U_H_B_a1,chain_U_AI_A_a0,chain_U_AI_A_a1,chain_U_AI_B_a0,chain_U_AI_B_a1,chain_P_A_a0_A,chain_P_A_a0_B,chain_P_A_a1_A,chain_P_A_a1_B,chain_P_B_a0_A,chain_P_B_a0_B,chain_P_B_a1_A,chain_P_B_a1_B,state_final,a_H_final,a_AI_final,a_star_final,owner_final,lambda_final,regime_final
scenario1,50000,scenario1__H50000__eta-constant__states-endogenous,cfg_0b8d8512a941fee63189,run_7f0dfd008336f0a5,1,42,11,False,0.2,0.51,constant,constant_eta0_0p1,0.1,,0.05,0.1,False,,,A,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1,0.99,0.01,0.01,0.99,0.00045528500508450106,0.0,0.0,0.0,0.012089627885306365,0.013340193594557754,2.647e-320,2.647e-320,2.5e-323,2.5e-323,2.5e-323,2.5e-323,0.0,0.0,0.0,0.50172,25086.0,4.4e-323,0.49786532844713927,0.49786532844713927,1.0185185185185186,0.09259259259259262,0.09259259259259262,16,49984,0.00032,0.99968,49939,55,6,0.99878,0.0011,0.00012,0.34091422519269576,0.6590857748073039,0.03873732639456816,0.9612626736054318,10,45,0.18181818181818182,0.8181818181818182,24915,25085,0.4983,0.5017,113,24789,259,24778,124,24791,279,24806,2.5e-323,1.0,2.5e-323,1.0,2.5e-323,1.0,2.5e-323,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9,0.1,0.09999999999999998,0.9,0.1,0.9,0.9,0.09999999999999998,B,a1,a1,a1,AI,0,agreement
scenario1,50000,scenario1__H50000__eta-constant__states-endogenous,cfg_0c0e8429e0291ba0d042,run_62fc23312db51c38,1,42,12,False,0.49,0.85,constant,constant_eta0_0p025,0.025,,0.02,0.9,False,,,A,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1,0.99,0.01,0.01,0.99,0.0027669017448067323,0.0,0.0,5e-324,0.13610188386787414,0.13830090724947913,8.980509395438688e-89,8.980509395438688e-89,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.73952,36976.0,1.2e-322,0.47450440095562746,0.47450440095562746,3.214285714285719,6.785714285714294,3.214285714285719,19,49981,0.00038,0.99962,49801,195,4,0.99602,0.0039,8e-05,0.3194584605270006,0.6805415394729984,0.04832814810102245,0.9516718518989775,15,180,0.07692307692307693,0.9230769230769231,15344,34656,0.30688,0.69312,12732,2571,34243,255,12750,2594,34363,293,1.0,2.9117059347917986e-91,1.0,9.4e-323,1.0,2.9117059347917986e-91,1.0,9.4e-323,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9,0.1,0.09999999999999998,0.9,0.1,0.9,0.9,0.09999999999999998,A,a0,a0,a0,AI,0,agreement
scenario1,50000,scenario1__H50000__eta-constant__states-endogenous,cfg_0cbac876216f5ddc4b10,run_7960bea4dc491fe2,1,42,13,False,0.7,0.85,constant,constant_eta0_0p08,0.08,,0.02,0.5,False,,,A,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1,0.99,0.01,0.01,0.99,0.0003022602575369469,0.0,0.0,0.0,0.016733766949768365,0.016535828766764363,3.176e-320,3.176e-320,3e-323,3e-323,3e-323,3e-323,0.0,0.0,0.0,0.49874,24937.0,1.2e-322,0.4974183148994488,0.4974183148994488,1.3571428571428572,0.6428571428571429,0.6428571428571429,3,49997,6e-05,0.99994,49991,7,2,0.99982,0.00014,4e-05,0.36252259405553605,0.637477405944464,0.5006733824940449,0.4993266175059551,1,6,0.14285714285714285,0.8571428571428571,25008,24992,0.50016,0.49984,242,24761,168,24820,244,24764,170,24822,3e-323,1.0,3e-323,1.0,3e-323,1.0,3e-323,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9,0.1,0.09999999999999998,0.9,0.1,0.9,0.9,0.09999999999999998,B,a1,a1,a1,AI,0,agreement
scenario1,50000,scenario1__H50000__eta-constant__states-endogenous,cfg_0cc984ba1fedd1c63734,run_b1142904d799f59c,1,42,14,False,0.2,0.51,constant,constant_eta0_0p1,0.1,,0.05,0.25,False,,,A,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1,0.99,0.01,0.01,0.99,0.00045528500508450106,0.0,0.0,0.0,0.012089627885306365,0.013340193594557754,2.647e-320,2.647e-320,2.5e-323,2.5e-323,2.5e-323,2.5e-323,0.0,0.0,0.0,0.50172,25086.0,4.4e-323,0.49786532844713927,0.49786532844713927,1.0833333333333333,0.25,0.25,16,49984,0.00032,0.99968,49939,55,6,0.99878,0.0011,0.00012,0.34091422519269576,0.6590857748073039,0.03873732639456816,0.9612626736054318,10,45,0.18181818181818182,0.8181818181818182,24915,25085,0.4983,0.5017,113,24789,259,24778,124,24791,279,24806,2.5e-323,1.0,2.5e-323,1.0,2.5e-323,1.0,2.5e-323,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9,0.1,0.09999999999999998,0.9,0.1,0.9,0.9,0.09999999999999998,B,a1,a1,a1,AI,0,agreement
scenario1,50000,scenario1__H50000__eta-constant__states-endogenous,cfg_0d074c2eea42e1132793,run_aaa464edf02a582e,1,42,15,False,0.35,0.85,constant,constant_eta0_0p08,0.08,,0.02,0.1,False,,,A,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1,0.99,0.01,0.01,0.99,0.000588219715237923,0.0,0.0,0.0,0.016177018240007928,0.016820493409614546,3.176e-320,3.176e-320,3e-323,3e-323,3e-323,3e-323,0.0,0.0,0.0,0.49876,24938.0,1.2e-322,0.4974183148994488,0.4974183148994488,1.0185185185185186,0.09259259259259262,0.09259259259259262,10,49990,0.0002,0.9998,49953,45,2,0.99906,0.0009,4e-05,0.3780808420497752,0.6219191579502248,0.041522554090441366,0.9584774459095586,8,37,0.17777777777777778,0.8222222222222222,25013,24987,0.50026,0.49974,239,24753,149,24812,249,24764,164,24823,3e-323,1.0,3e-323,1.0,3e-323,1.0,3e-323,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9,0.1,0.09999999999999998,0.9,0.1,0.9,0.9,0.09999999999999998,B,a1,a1,a1,AI,0,agreement
scenario1,50000,scenario1__H50000__eta-constant__states-endogenous,cfg_0d926f6b79ee6350cc5f,run_f6af08119d94c619,1,42,16,False,0.35,0.85,constant,constant_eta0_0p08,0.08,,0.02,0.75,False,,,A,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1,0.99,0.01,0.01,0.99,0.000588219715237923,0.0,0.0,0.0,0.016177018240007928,0.016820493409614546,3.176e-320,3.176e-320,3e-323,3e-323,3e-323,3e-323,0.0,0.0,0.0,0.49876,24938.0,1.2e-322,0.4974183148994488,0.4974183148994488,2.3124999999999996,1.6874999999999996,1.6874999999999996,10,49990,0.0002,0.9998,49953,45,2,0.99906,0.0009,4e-05,0.3780808420497752,0.6219191579502248,0.041522554090441366,0.9584774459095586,8,37,0.17777777777777778,0.8222222222222222,25013,24987,0.50026,0.49974,239,24753,149,24812,249,24764,164,24823,3e-323,1.0,3e-323,1.0,3e-323,1.0,3e-323,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9,0.1,0.09999999999999998,0.9,0.1,0.9,0.9,0.09999999999999998,B,a1,a1,a1,AI,0,agreement
scenario1,50000,scenario1__H50000__eta-constant__states-endogenous,cfg_0e9c12901ee90f2c5ed2,run_368d95c840d3a663,1,42,17,False,0.35,0.85,constant,constant_eta0_0p1,0.1,,0.05,0.75,False,,,A,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1,0.99,0.01,0.01,0.99,0.0005361719925940036,0.0,0.0,0.0,0.012207068151053093,0.012937119138494498,2.647e-320,2.647e-320,2.5e-323,2.5e-323,2.5e-323,2.5e-323,0.0,0.0,0.0,0.50218,25109.0,4.4e-323,0.49786532844713927,0.49786532844713927,2.3125000000000004,1.6875000000000004,1.6875000000000004,6,49994,0.00012,0.99988,49953,45,2,0.99906,0.0009,4e-05,0.28548983363596714,0.7145101663640328,0.08651371558373344,0.9134862844162666,4,41,0.08888888888888889,0.9111111111111111,24879,25121,0.49758,0.50242,95,24771,306,24781,103,24776,327,24794,2.5e-323,1.0,2.5e-323,1.0,2.5e-323,1.0,2.5e-323,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9,0.1,0.09999999999999998,0.9,0.1,0.9,0.9,0.09999999999999998,B,a1,a1,a1,AI,0,agreement
scenario1,50000,scenario1__H50000__eta-constant__states-endogenous,cfg_0ec50e913a2a0ff3a725,run_032a8b44f623f25e,1,42,18,False,0.49,0.85,constant,constant_eta0_0p025,0.025,,0.1,0.25,False,,,A,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1,0.99,0.01,0.01,0.99,0.0027669017448067323,0.0,0.0,5e-324,0.13610188386787414,0.13830090724947913,8.980509395438688e-89,8.980509395438688e-89,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.73952,36976.0,2.5e-323,0.31480162860394717,0.31480162860394717,0.04166666666666667,1.2916666666666667,0.04166666666666667,19,49981,0.00038,0.99962,49801,195,4,0.99602,0.0039,8e-05,0.3194584605270006,0.6805415394729984,0.04832814810102245,0.9516718518989775,15,180,0.07692307692307693,0.9230769230769231,15344,34656,0.30688,0.69312,12732,2571,34243,255,12750,2594,34363,293,1.0,2.9117059347917986e-91,1.0,9.4e-323,1.0,2.9117059347917986e-91,1.0,9.4e-323,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9,0.1,0.09999999999999998,0.9,0.1,0.9,0.9,0.09999999999999998,A,a0,a0,a0,AI,0,agreement
scenario1,50000,scenario1__H50000__eta-constant__states-endogenous,cfg_0fcf976afda288c06e7f,run_5599ed5cce0e849a,1,42,19,False,0.2,0.51,constant,constant_eta0_0p08,0.08,,0.02,0.25,False,,,A,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1,0.99,0.01,0.01,0.99,0.000418727585332659,0.0,0.0,0.0,0.016236572643531746,0.017255686857087876,3.176e-320,3.176e-320,3e-323,3e-323,3e-323,3e-323,0.0,0.0,0.0,0.49788,24894.0,1.2e-322,0.4974183148994488,0.4974183148994488,1.0833333333333333,0.25,0.25,18,49982,0.00036,0.99964,49948,44,8,0.99896,0.00088,0.00016,0.35039003584715706,0.6496099641528432,0.039358536756076055,0.960641463243924,10,34,0.22727272727272727,0.7727272727272727,25059,24941,0.50118,0.49882,270,24769,92,24817,286,24773,103,24838,3e-323,1.0,3e-323,1.0,3e-323,1.0,3e-323,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9,0.1,0.09999999999999998,0.9,0.1,0.9,0.9,0.09999999999999998,B,a1,a1,a1,AI,0,agreement
scenario1,50000,scenario1__H50000__eta-constant__states-endogenous,cfg_104bb970becfc3965b76,run_25f245bb90511f8e,1,42,20,False,0.49,0.51,constant,constant_eta0_0p08,0.08,,0.1,0.9,False,,,A,opposed_binary_state_preferences_v1,binary_stay_switch_a0_0p1_a1_0p9_v1,0.99,0.01,0.01,0.99,0.00022088661367834718,0.0,0.0,0.0,0.016700655754727838,0.01672812538813078,3.176e-320,3.176e-320,3e-323,3e-323,3e-323,3e-323,0.0,0.0,0.0,0.49872,24936.0,2.5e-323,0.4958203013038204,0.4958203013038204,5.2906976744186025,4.709302325581393,4.709302325581393,8,49992,0.00016,0.99984,49992,0,8,0.99984,0.0,0.00016,,,,,0,0,,,25011,24989,0.50022,0.49978,249,24758,170,24815,253,24758,170,24819,3e-323,1.0,3e-323,1.0,3e-323,1.0,3e-323,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9,0.1,0.09999999999999998,0.9,0.1,0.9,0.9,0.09999999999999998,B,a1,a1,a1,AI,0,agreement
